Customer_ID,Planted_Risk
CUST01546,High
CUST01547,Low
CUST01548,Low
CUST01549,Low
CUST01550,Low
CUST01551,Low
CUST01552,Low
CUST01553,Low
CUST01554,Low
CUST01555,Low
CUST01556,Low
CUST01557,Low
CUST01558,Low
CUST01559,Low
CUST01560,Low
CUST01561,Low
CUST01562,Low
CUST01563,Medium
CUST01564,High
CUST01565,Low
CUST01566,Low
CUST01567,Low
CUST01568,Low
CUST01569,Low
CUST01570,Low
CUST01571,Low
CUST01572,Low
CUST01573,Low
CUST01574,Low
CUST01575,Low
CUST01576,Low
CUST01577,Low
CUST01578,Low
CUST01579,Low
CUST01580,Low
CUST01581,Low
CUST01582,Low
CUST01583,Low
CUST01584,Medium
CUST01585,Low
CUST01586,Low
CUST01587,Low
CUST01588,Low
CUST01589,Low
CUST01590,Low
CUST01591,Low
CUST01592,Low
CUST01593,Low
CUST01594,Low
CUST01595,Low
CUST01596,Low
CUST01597,Medium
CUST01598,Low
CUST01599,Low
CUST01600,Low
CUST01601,Low
CUST01602,Low
CUST01603,Low
CUST01604,Low
CUST01605,Low
CUST01606,Low
CUST01607,High
CUST01608,Low
CUST01609,Low
CUST01610,Low
CUST01611,Low
CUST01612,Low
CUST01613,Low
CUST01614,High
CUST01615,Low
CUST01616,Low
CUST01617,Low
CUST01618,Low
CUST01619,Low
CUST01620,Low
CUST01621,Low
CUST01622,Medium
CUST01623,Low
CUST01624,Low
CUST01625,Low
CUST01626,Low
CUST01627,Low
CUST01628,Low
CUST01629,Medium
CUST01630,Low
CUST01631,Medium
CUST01632,Low
CUST01633,Low
CUST01634,Low
CUST01635,Medium
CUST01636,Low
CUST01637,Low
CUST01638,Low
CUST01639,Low
CUST01640,Low
CUST01641,Low
CUST01642,Low
CUST01643,Low
CUST01644,Low
CUST01645,Low
CUST01646,Low
CUST01647,Low
CUST01648,Low
CUST01649,Low
CUST01650,Low
CUST01651,Medium
CUST01652,Low
CUST01653,Low
CUST01654,Low
CUST01655,Low
CUST01656,Low
CUST01657,Medium
CUST01658,Low
CUST01659,Low
CUST01660,Low
CUST01661,Low
CUST01662,Low
CUST01663,Medium
CUST01664,Low
CUST01665,Low
CUST01666,Low
CUST01667,Low
CUST01668,Low
CUST01669,Low
CUST01670,Low
CUST01671,Low
CUST01672,Low
CUST01673,Medium
CUST01674,Low
CUST01675,Low
CUST01676,Low
CUST01677,Low
CUST01678,Low
CUST01679,Low
CUST01680,Low
CUST01681,Low
CUST01682,Medium
CUST01683,Low
CUST01684,Low
CUST01685,High
CUST01686,Low
CUST01687,Low
CUST01688,Low
CUST01689,Low
CUST01690,Low
CUST01691,Low
CUST01692,Low
CUST01693,Low
CUST01694,Medium
CUST01695,Low
CUST01696,Low
CUST01697,Low
CUST01698,Medium
CUST01699,Low
CUST01700,Low
CUST01701,Low
CUST01702,Low
CUST01703,Low
CUST01704,Low
CUST01705,Low
CUST01706,Low
CUST01707,Low
CUST01708,Low
CUST01709,Low
CUST01710,High
CUST01711,Low
CUST01712,Low
CUST01713,Low
CUST01714,Low
CUST01715,Low
CUST01716,High
CUST01717,Low
CUST01718,Low
CUST01719,Low
CUST01720,Medium
CUST01721,Low
CUST01722,Low
CUST01723,Medium
CUST01724,Medium
CUST01725,Low
CUST01726,Low
CUST01727,Low
CUST01728,Low
CUST01729,Low
CUST01730,Low
CUST01731,Low
CUST01732,Low
CUST01733,Low
CUST01734,Low
CUST01735,Low
CUST01736,Low
CUST01737,Low
CUST01738,Low
CUST01739,Low
CUST01740,Low
CUST01741,High
CUST01742,Low
CUST01743,Low
CUST01744,Low
CUST01745,Medium
CUST01746,Low
CUST01747,Low
CUST01748,Low
CUST01749,Low
CUST01750,Low
CUST01751,Low
CUST01752,Low
CUST01753,Low
CUST01754,Low
CUST01755,Low
CUST01756,Medium
CUST01757,Low
CUST01758,Low
CUST01759,Low
CUST01760,Low
CUST01761,Low
CUST01762,Low
CUST01763,Low
CUST01764,Low
CUST01765,Low
CUST01766,Medium
CUST01767,Low
CUST01768,Medium
CUST01769,Low
CUST01770,Low
CUST01771,Low
CUST01772,Low
CUST01773,Low
CUST01774,Low
CUST01775,Low
CUST01776,Low
CUST01777,Low
CUST01778,Low
CUST01779,Low
CUST01780,Low
CUST01781,Low
CUST01782,Low
CUST01783,Low
CUST01784,Low
CUST01785,Low
CUST01786,High
CUST01787,Low
CUST01788,Low
CUST01789,Low
CUST01790,Low
CUST01791,Low
CUST01792,Low
CUST01793,Low
CUST01794,Low
CUST01795,Low
CUST01796,Low
CUST01797,Low
CUST01798,Low
CUST01799,Low
CUST01800,Medium
CUST01801,Low
CUST01802,Low
CUST01803,Low
CUST01804,Low
CUST01805,Low
CUST01806,Low
CUST01807,Low
CUST01808,Low
CUST01809,Low
CUST01810,Low
CUST01811,Low
CUST01812,Low
CUST01813,Low
CUST01814,Low
CUST01815,Medium
CUST01816,Low
CUST01817,High
CUST01818,Low
CUST01819,Low
CUST01820,Low
CUST01821,Low
CUST01822,Low
CUST01823,Low
CUST01824,Low
CUST01825,Low
CUST01826,Low
CUST01827,Low
CUST01828,Low
CUST01829,Medium
CUST01830,Low
CUST01831,Medium
CUST01832,Low
CUST01833,Low
CUST01834,Low
CUST01835,Low
CUST01836,Low
CUST01837,Low
CUST01838,Low
CUST01839,Low
CUST01840,Low
CUST01841,High
CUST01842,Low
CUST01843,Low
CUST01844,Low
CUST01845,Medium
CUST01846,Low
CUST01847,Low
CUST01848,Low
CUST01849,Low
CUST01850,Low
CUST01851,Low
CUST01852,Low
CUST01853,Low
CUST01854,Medium
CUST01855,Low
CUST01856,Low
CUST01857,Low
CUST01858,Low
CUST01859,Low
CUST01860,Low
CUST01861,Low
CUST01862,Low
CUST01863,Low
CUST01864,Low
CUST01865,Low
CUST01866,Low
CUST01867,Low
CUST01868,Low
CUST01869,Low
CUST01870,Low
CUST01871,Low
CUST01872,Low
CUST01873,Low
CUST01874,Low
CUST01875,Low
CUST01876,High
CUST01877,Low
CUST01878,Low
CUST01879,Low
CUST01880,Low
CUST01881,Low
CUST01882,Low
CUST01883,Low
CUST01884,Low
CUST01885,Low
CUST01886,Low
CUST01887,Medium
CUST01888,Low
CUST01889,Low
CUST01890,Low
CUST01891,Low
CUST01892,Low
CUST01893,Low
CUST01894,Low
CUST01895,Low
CUST01896,Low
CUST01897,Low
CUST01898,Low
CUST01899,Low
CUST01900,High
CUST01901,Low
CUST01902,Low
CUST01903,Low
CUST01904,Medium
CUST01905,Low
CUST01906,Low
CUST01907,Low
CUST01908,Low
CUST01909,Low
CUST01910,Low
CUST01911,Low
CUST01912,Low
CUST01913,Low
CUST01914,Low
CUST01915,Low
CUST01916,Low
CUST01917,Low
CUST01918,Low
CUST01919,Low
CUST01920,Low
CUST01921,Low
CUST01922,Low
CUST01923,Low
CUST01924,Low
CUST01925,Low
CUST01926,Low
CUST01927,Low
CUST01928,Low
CUST01929,Low
CUST01930,Low
CUST01931,Low
CUST01932,Low
CUST01933,Low
CUST01934,Low
CUST01935,Low
CUST01936,Low
CUST01937,Low
CUST01938,Low
CUST01939,Low
CUST01940,Low
CUST01941,Low
CUST01942,Low
CUST01943,Low
CUST01944,Low
CUST01945,Low
CUST01946,Low
CUST01947,Low
CUST01948,Low
CUST01949,Low
CUST01950,Low
CUST01951,Low
CUST01952,Low
CUST01953,Low
CUST01954,Low
CUST01955,Low
CUST01956,Low
CUST01957,Low
CUST01958,Low
CUST01959,Low
CUST01960,Low
CUST01961,Low
CUST01962,Low
CUST01963,Low
CUST01964,Low
CUST01965,High
CUST01966,Low
CUST01967,Low
CUST01968,Low
CUST01969,Low
CUST01970,High
CUST01971,Low
CUST01972,Low
CUST01973,Low
CUST01974,Low
CUST01975,Low
CUST01976,Low
CUST01977,High
CUST01978,High
CUST01979,Low
CUST01980,Low
CUST01981,High
CUST01982,Low
CUST01983,Low
CUST01984,Low
CUST01985,Low
CUST01986,Medium
CUST01987,Low
CUST01988,Low
CUST01989,High
CUST01990,Low
CUST01991,High
CUST01992,Low
CUST01993,Low
CUST01994,Low
CUST01995,High
CUST01996,Low
CUST01997,Low
CUST01998,Low
CUST01999,Low
CUST02000,Low
CUST02001,Low
CUST02002,Low
CUST02003,Low
CUST02004,Low
CUST02005,Low
CUST02006,Low
CUST02007,Low
CUST02008,Low
CUST02009,Low
CUST02010,Medium
CUST02011,Low
CUST02012,Low
CUST02013,Low
CUST02014,Low
CUST02015,Low
CUST02016,Low
CUST02017,Low
CUST02018,Low
CUST02019,Low
CUST02020,Low
CUST02021,Low
CUST02022,Medium
CUST02023,Low
CUST02024,Low
CUST02025,Low
CUST02026,Low
CUST02027,Low
CUST02028,High
CUST02029,Low
CUST02030,Low
CUST02031,Low
CUST02032,Low
CUST02033,Low
CUST02034,Low
CUST02035,Low
CUST02036,Medium
CUST02037,Medium
CUST02038,Low
CUST02039,Low
CUST02040,Low
CUST02041,Low
CUST02042,Medium
CUST02043,Medium
CUST02044,Low
CUST02045,Low
CUST02046,Low
CUST02047,Low
CUST02048,Low
CUST02049,Low
CUST02050,Low
CUST02051,Low
CUST02052,Low
CUST02053,Low
CUST02054,Low
CUST02055,Low
CUST02056,Low
CUST02057,Low
CUST02058,High
CUST02059,Low
CUST02060,High
CUST02061,Low
CUST02062,Low
CUST02063,Low
CUST02064,Low
CUST02065,Low
CUST02066,Low
CUST02067,Low
CUST02068,Low
CUST02069,Medium
CUST02070,High
CUST02071,Low
CUST02072,Low
CUST02073,Low
CUST02074,Low
CUST02075,Low
CUST02076,Low
CUST02077,Low
CUST02078,Low
CUST02079,Low
CUST02080,Low
CUST02081,Low
CUST02082,Low
CUST02083,Low
CUST02084,Low
CUST02085,High
CUST02086,Low
CUST02087,Low
CUST02088,Low
CUST02089,Low
CUST02090,Low
CUST02091,Low
CUST02092,Low
CUST02093,Low
CUST02094,Low
CUST02095,Low
CUST02096,Low
CUST02097,Low
CUST02098,Low
CUST02099,High
CUST02100,Medium
CUST02101,Medium
CUST02102,Low
CUST02103,Low
CUST02104,Low
CUST02105,Low
CUST02106,Low
CUST02107,High
CUST02108,Low
CUST02109,Low
CUST02110,Low
CUST02111,Low
CUST02112,Low
CUST02113,Low
CUST02114,Low
CUST02115,Low
CUST02116,Low
CUST02117,Low
CUST02118,Low
CUST02119,Low
CUST02120,Low
CUST02121,Low
CUST02122,Low
CUST02123,Low
CUST02124,Low
CUST02125,Low
CUST02126,Low
CUST02127,Low
CUST02128,Low
CUST02129,Low
CUST02130,Low
CUST02131,Low
CUST02132,Low
CUST02133,Low
CUST02134,Low
CUST02135,Low
CUST02136,Low
CUST02137,Low
CUST02138,High
CUST02139,Low
CUST02140,Low
CUST02141,Low
CUST02142,Low
CUST02143,Medium
CUST02144,Low
CUST02145,Low
CUST02146,Low
CUST02147,Low
CUST02148,Low
CUST02149,Low
CUST02150,Low
CUST02151,Low
CUST02152,Low
CUST02153,Low
CUST02154,Low
CUST02155,Low
CUST02156,Low
CUST02157,Low
CUST02158,Low
CUST02159,Low
CUST02160,Low
CUST02161,Low
CUST02162,Low
CUST02163,Low
CUST02164,Low
CUST02165,Low
CUST02166,Low
CUST02167,Low
CUST02168,Low
CUST02169,Low
CUST02170,Low
CUST02171,Low
CUST02172,Low
CUST02173,Low
CUST02174,Low
CUST02175,Low
CUST02176,Low
CUST02177,Low
CUST02178,Low
CUST02179,Low
CUST02180,Low
CUST02181,Low
CUST02182,Low
CUST02183,Low
CUST02184,Low
CUST02185,Low
CUST02186,Low
CUST02187,Low
CUST02188,Low
CUST02189,Medium
CUST02190,Low
CUST02191,Low
CUST02192,Low
CUST02193,Low
CUST02194,Low
CUST02195,Low
CUST02196,Low
CUST02197,Low
CUST02198,Low
CUST02199,Low
CUST02200,Low
CUST02201,High
CUST02202,Low
CUST02203,Low
CUST02204,Low
CUST02205,Low
CUST02206,Low
CUST02207,Low
CUST02208,Low
CUST02209,Low
CUST02210,Low
CUST02211,Low
CUST02212,Low
CUST02213,Medium
CUST02214,Low
CUST02215,Low
CUST02216,Low
CUST02217,Low
CUST02218,Low
CUST02219,Medium
CUST02220,Low
CUST02221,Low
CUST02222,Low
CUST02223,Low
CUST02224,Low
CUST02225,Low
CUST02226,Low
CUST02227,Low
CUST02228,Low
CUST02229,Low
CUST02230,Low
CUST02231,Low
CUST02232,Low
CUST02233,Medium
CUST02234,Low
CUST02235,Low
CUST02236,Low
CUST02237,Low
CUST02238,Low
CUST02239,Low
CUST02240,Medium
CUST02241,Medium
CUST02242,Low
CUST02243,Low
CUST02244,Low
CUST02245,Low
CUST02246,Low
CUST02247,High
CUST02248,Low
CUST02249,Low
CUST02250,Low
CUST02251,Low
CUST02252,Low
CUST02253,Low
CUST02254,Low
CUST02255,Low
CUST02256,Low
CUST02257,Low
CUST02258,Low
CUST02259,Low
CUST02260,Low
CUST02261,Low
CUST02262,Low
CUST02263,Low
CUST02264,Low
CUST02265,Low
CUST02266,Low
CUST02267,Low
CUST02268,Low
CUST02269,Low
CUST02270,Low
CUST02271,Low
CUST02272,Low
CUST02273,Low
CUST02274,Low
CUST02275,Low
CUST02276,Low
CUST02277,Low
CUST02278,Low
CUST02279,Low
CUST02280,High
CUST02281,Low
CUST02282,Low
CUST02283,Low
CUST02284,Low
CUST02285,Low
CUST02286,Low
CUST02287,Low
CUST02288,Low
CUST02289,Low
CUST02290,Low
CUST02291,Low
CUST02292,Low
CUST02293,Low
CUST02294,Low
CUST02295,Low
CUST02296,Medium
CUST02297,Low
CUST02298,Low
CUST02299,Low
CUST02300,Low
CUST02301,Medium
CUST02302,Low
CUST02303,Low
CUST02304,Low
CUST02305,Medium
CUST02306,Low
CUST02307,Low
CUST02308,Low
CUST02309,Low
CUST02310,Low
CUST02311,Low
CUST02312,Low
CUST02313,Low
CUST02314,Low
CUST02315,Low
CUST02316,Low
CUST02317,Low
CUST02318,Low
CUST02319,Low
CUST02320,High
CUST02321,Low
CUST02322,Medium
CUST02323,Low
CUST02324,Low
CUST02325,Low
CUST02326,Low
CUST02327,Low
CUST02328,Low
CUST02329,Low
CUST02330,Low
CUST02331,Low
CUST02332,Low
CUST02333,Low
CUST02334,Low
CUST02335,Medium
CUST02336,Low
CUST02337,Low
CUST02338,Low
CUST02339,Low
CUST02340,Low
CUST02341,Low
CUST02342,Low
CUST02343,Low
CUST02344,Low
CUST02345,Low
CUST02346,Low
CUST02347,Low
CUST02348,Medium
CUST02349,Low
CUST02350,Low
CUST02351,Low
CUST02352,High
CUST02353,Low
CUST02354,Low
CUST02355,Low
CUST02356,Low
CUST02357,Low
CUST02358,Low
CUST02359,Low
CUST02360,Low
CUST02361,Low
CUST02362,Low
CUST02363,Low
CUST02364,Low
CUST02365,Low
CUST02366,Low
CUST02367,Medium
CUST02368,Low
CUST02369,Low
CUST02370,Low
CUST02371,Low
CUST02372,Low
CUST02373,Low
CUST02374,Low
CUST02375,Low
CUST02376,Low
CUST02377,Low
CUST02378,Low
CUST02379,Medium
CUST02380,Low
CUST02381,Medium
CUST02382,Low
CUST02383,Low
CUST02384,High
CUST02385,Low
CUST02386,Low
CUST02387,High
CUST02388,Low
CUST02389,Low
CUST02390,Low
CUST02391,Low
CUST02392,Low
CUST02393,Low
CUST02394,Low
CUST02395,Low
CUST02396,Low
CUST02397,Medium
CUST02398,Low
CUST02399,Low
CUST02400,Low
CUST02401,Low
CUST02402,Low
CUST02403,Medium
CUST02404,High
CUST02405,Low
CUST02406,Low
CUST02407,Low
CUST02408,Low
CUST02409,Low
CUST02410,Low
CUST02411,Low
CUST02412,Low
CUST02413,Low
CUST02414,Low
CUST02415,Low
CUST02416,Low
CUST02417,Low
CUST02418,Low
CUST02419,Low
CUST02420,Low
CUST02421,Low
CUST02422,Low
CUST02423,Low
CUST02424,Low
CUST02425,Low
CUST02426,Low
CUST02427,Low
CUST02428,Low
CUST02429,Low
CUST02430,Low
CUST02431,Low
CUST02432,Low
CUST02433,Low
CUST02434,Low
CUST02435,Low
CUST02436,High
CUST02437,Low
CUST02438,Low
CUST02439,Low
CUST02440,Low
CUST02441,Low
CUST02442,Low
CUST02443,Low
CUST02444,Low
CUST02445,Low
CUST02446,Low
CUST02447,Low
CUST02448,Medium
CUST02449,Low
CUST02450,Low
CUST02451,High
CUST02452,Low
CUST02453,Low
CUST02454,Low
CUST02455,Low
CUST02456,Low
CUST02457,Low
CUST02458,Low
CUST02459,Low
CUST02460,Low
CUST02461,Low
CUST02462,Low
CUST02463,Low
CUST02464,Low
CUST02465,Low
CUST02466,Low
CUST02467,Low
CUST02468,Low
CUST02469,High
CUST02470,Low
CUST02471,Low
CUST02472,Low
CUST02473,Low
CUST02474,Low
CUST02475,Medium
CUST02476,Low
CUST02477,Low
CUST02478,Low
CUST02479,Low
CUST02480,Low
CUST02481,Low
CUST02482,Low
CUST02483,High
CUST02484,Low
CUST02485,Low
CUST02486,Low
CUST02487,Low
CUST02488,Low
CUST02489,Low
CUST02490,Low
CUST02491,Low
CUST02492,Low
CUST02493,Medium
CUST02494,Low
CUST02495,Low
CUST02496,Low
CUST02497,Low
CUST02498,Low
CUST02499,Low
CUST02500,Low
CUST02501,Low
CUST02502,Low
CUST02503,Low
CUST02504,Low
CUST02505,Low
CUST02506,Low
CUST02507,Low
CUST02508,Low
CUST02509,Low
CUST02510,Low
CUST02511,Low
CUST02512,Low
CUST02513,Low
CUST02514,Low
CUST02515,Low
CUST02516,Low
CUST02517,Low
CUST02518,Low
CUST02519,Low
CUST02520,Medium
CUST02521,Low
CUST02522,Low
CUST02523,Low
CUST02524,Low
CUST02525,Low
CUST02526,Low
CUST02527,Low
CUST02528,Low
CUST02529,Low
CUST02530,Low
CUST02531,Medium
CUST02532,Low
CUST02533,Low
CUST02534,Low
CUST02535,Medium
CUST02536,Low
CUST02537,Low
CUST02538,Low
CUST02539,Medium
CUST02540,Low
CUST02541,Low
CUST02542,Low
CUST02543,High
CUST02544,High
CUST02545,Low
CUST02546,Medium
CUST02547,Low
CUST02548,Low
CUST02549,Low
CUST02550,Low
CUST02551,Low
CUST02552,Low
CUST02553,Low
CUST02554,Low
CUST02555,Low
CUST02556,Low
CUST02557,Low
CUST02558,Low
CUST02559,Low
CUST02560,Low
CUST02561,Medium
CUST02562,Low
CUST02563,Low
CUST02564,Low
CUST02565,Low
CUST02566,Low
CUST02567,Low
CUST02568,Low
CUST02569,Low
CUST02570,Low
CUST02571,Low
CUST02572,Low
CUST02573,Low
CUST02574,Low
CUST02575,Low
CUST02576,Low
CUST02577,Low
CUST02578,High
CUST02579,Low
CUST02580,Low
CUST02581,Low
CUST02582,Low
CUST02583,Low
CUST02584,Low
CUST02585,Low
CUST02586,Low
CUST02587,Low
CUST02588,Low
CUST02589,Low
CUST02590,Low
CUST02591,Low
CUST02592,Medium
CUST02593,Low
CUST02594,Low
CUST02595,Low
CUST02596,Low
CUST02597,Low
CUST02598,Low
CUST02599,Low
CUST02600,Low
CUST02601,Low
CUST02602,Low
CUST02603,Low
CUST02604,Medium
CUST02605,Low
CUST02606,Low
CUST02607,Low
CUST02608,Low
CUST02609,Low
CUST02610,Low
CUST02611,Low
CUST02612,Low
CUST02613,Medium
CUST02614,Low
CUST02615,Low
CUST02616,Low
CUST02617,Low
CUST02618,Low
CUST02619,Low
CUST02620,Low
CUST02621,Low
CUST02622,High
CUST02623,Low
CUST02624,Low
CUST02625,Low
CUST02626,Low
CUST02627,Low
CUST02628,Low
CUST02629,Low
CUST02630,Low
CUST02631,Low
CUST02632,Low
CUST02633,Low
CUST02634,Low
CUST02635,Low
CUST02636,Low
CUST02637,Low
CUST02638,Medium
CUST02639,Low
CUST02640,Low
CUST02641,Low
CUST02642,Low
CUST02643,Low
CUST02644,Low
CUST02645,Low
CUST02646,Low
CUST02647,Medium
CUST02648,Low
CUST02649,Low
CUST02650,Low
CUST02651,Low
CUST02652,Low
CUST02653,Low
CUST02654,Medium
CUST02655,Low
CUST02656,Low
CUST02657,Medium
CUST02658,Low
CUST02659,Low
CUST02660,Low
CUST02661,Low
CUST02662,Low
CUST02663,Low
CUST02664,Low
CUST02665,Low
CUST02666,Low
CUST02667,Low
CUST02668,Low
CUST02669,Low
CUST02670,Low
CUST02671,Low
CUST02672,Low
CUST02673,Low
CUST02674,Low
CUST02675,Low
CUST02676,Low
CUST02677,Low
CUST02678,High
CUST02679,Low
CUST02680,Low
CUST02681,Medium
CUST02682,Low
CUST02683,Low
CUST02684,Low
CUST02685,Low
CUST02686,Low
CUST02687,Low
CUST02688,Low
CUST02689,Low
CUST02690,Low
CUST02691,Low
CUST02692,Low
CUST02693,Low
CUST02694,Low
CUST02695,Low
CUST02696,Low
CUST02697,Low
CUST02698,Medium
CUST02699,Low
CUST02700,Low
CUST02701,Low
CUST02702,Low
CUST02703,Medium
CUST02704,Low
CUST02705,Low
CUST02706,Low
CUST02707,Low
CUST02708,Low
CUST02709,Low
CUST02710,Low
CUST02711,High
CUST02712,Low
CUST02713,Low
CUST02714,Low
CUST02715,Low
CUST02716,Low
CUST02717,Low
CUST02718,Low
CUST02719,Low
CUST02720,Low
CUST02721,Low
CUST02722,Low
CUST02723,Low
CUST02724,Low
CUST02725,Low
CUST02726,Low
CUST02727,Low
CUST02728,Low
CUST02729,Medium
CUST02730,Medium
CUST02731,Low
CUST02732,Medium
CUST02733,Low
CUST02734,Low
CUST02735,Low
CUST02736,Low
CUST02737,Low
CUST02738,Low
CUST02739,Low
CUST02740,Low
CUST02741,Low
CUST02742,High
CUST02743,Low
CUST02744,Low
CUST02745,Low
CUST02746,Low
CUST02747,Low
CUST02748,Low
CUST02749,Low
CUST02750,Low
CUST02751,Low
CUST02752,Low
CUST02753,Low
CUST02754,Low
CUST02755,Low
CUST02756,Low
CUST02757,Low
CUST02758,Low
CUST02759,Low
CUST02760,Low
CUST02761,Low
CUST02762,Low
CUST02763,Low
CUST02764,Low
CUST02765,Medium
CUST02766,Low
CUST02767,Low
CUST02768,Low
CUST02769,Low
CUST02770,Low
CUST02771,Low
CUST02772,Low
CUST02773,Low
CUST02774,Low
CUST02775,Low
CUST02776,Low
CUST02777,Low
CUST02778,Low
CUST02779,Low
CUST02780,Medium
CUST02781,Low
CUST02782,Low
CUST02783,Low
CUST02784,Low
CUST02785,Medium
CUST02786,Low
CUST02787,Low
CUST02788,Low
CUST02789,Medium
CUST02790,Low
CUST02791,Medium
CUST02792,High
CUST02793,Low
CUST02794,Low
CUST02795,Low
CUST02796,Low
CUST02797,Low
CUST02798,Low
CUST02799,Low
CUST02800,Low
CUST02801,Medium
CUST02802,Medium
CUST02803,Low
CUST02804,Low
CUST02805,Low
CUST02806,Low
CUST02807,Low
CUST02808,Low
CUST02809,Low
CUST02810,Low
CUST02811,Low
CUST02812,Low
CUST02813,Low
CUST02814,Low
CUST02815,Low
CUST02816,Low
CUST02817,Low
CUST02818,Low
CUST02819,Low
CUST02820,Low
CUST02821,Low
CUST02822,Low
CUST02823,Low
CUST02824,Low
CUST02825,Low
CUST02826,Low
CUST02827,Low
CUST02828,Low
CUST02829,Low
CUST02830,Medium
CUST02831,Low
CUST02832,Medium
CUST02833,Low
CUST02834,Low
CUST02835,Low
CUST02836,Low
CUST02837,Low
CUST02838,Low
CUST02839,Medium
CUST02840,Low
CUST02841,Low
CUST02842,Low
CUST02843,Medium
CUST02844,Low
CUST02845,Low
CUST02846,Low
CUST02847,Low
CUST02848,Low
CUST02849,Low
CUST02850,Low
CUST02851,Low
CUST02852,Low
CUST02853,Low
CUST02854,Low
CUST02855,Medium
CUST02856,Low
CUST02857,Low
CUST02858,Low
CUST02859,Low
CUST02860,Low
CUST02861,Low
CUST02862,Low
CUST02863,Low
CUST02864,Low
CUST02865,Low
CUST02866,Low
CUST02867,Low
CUST02868,Low
CUST02869,Low
CUST02870,Low
CUST02871,Low
CUST02872,Low
CUST02873,Low
CUST02874,Low
CUST02875,Low
CUST02876,Low
CUST02877,Low
CUST02878,Low
CUST02879,Low
CUST02880,Low
CUST02881,High
CUST02882,Low
CUST02883,Low
CUST02884,Low
CUST02885,Low
CUST02886,Low
CUST02887,Low
CUST02888,Low
CUST02889,Low
CUST02890,Medium
CUST02891,Low
CUST02892,Low
CUST02893,Low
CUST02894,Low
CUST02895,Low
CUST02896,Low
CUST02897,Low
CUST02898,Low
CUST02899,Medium
CUST02900,Low
CUST02901,Low
CUST02902,Low
CUST02903,Low
CUST02904,Low
CUST02905,Low
CUST02906,Low
CUST02907,Low
CUST02908,Low
CUST02909,Medium
CUST02910,Low
CUST02911,Low
CUST02912,Low
CUST02913,Low
CUST02914,Low
CUST02915,Low
CUST02916,Low
CUST02917,Low
CUST02918,Low
CUST02919,Low
CUST02920,Low
CUST02921,Low
CUST02922,Low
CUST02923,Low
CUST02924,Low
CUST02925,Low
CUST02926,Low
CUST02927,Low
CUST02928,Low
CUST02929,High
CUST02930,Low
CUST02931,Low
CUST02932,Low
CUST02933,Low
CUST02934,Low
CUST02935,Low
CUST02936,Low
CUST02937,Low
CUST02938,Low
CUST02939,Low
CUST02940,Low
CUST02941,Low
CUST02942,Low
CUST02943,Low
CUST02944,Low
CUST02945,Low
CUST02946,Low
CUST02947,Low
CUST02948,Low
CUST02949,Low
CUST02950,Low
CUST02951,Medium
CUST02952,Low
CUST02953,Low
CUST02954,Low
CUST02955,Low
CUST02956,Low
CUST02957,Low
CUST02958,Low
CUST02959,Low
CUST02960,Low
CUST02961,Medium
CUST02962,Low
CUST02963,Low
CUST02964,Low
CUST02965,Low
CUST02966,Low
CUST02967,Low
CUST02968,Low
CUST02969,Low
CUST02970,Low
CUST02971,Low
CUST02972,Low
CUST02973,Low
CUST02974,Low
CUST02975,Low
CUST02976,Low
CUST02977,Low
CUST02978,Low
CUST02979,Low
CUST02980,Low
CUST02981,Low
CUST02982,Low
CUST02983,Low
CUST02984,Low
CUST02985,Low
CUST02986,Low
CUST02987,Medium
CUST02988,Low
CUST02989,Low
CUST02990,Low
CUST02991,Low
CUST02992,Low
CUST02993,Low
CUST02994,Low
CUST02995,Low
CUST02996,High
CUST02997,Low
CUST02998,Low
CUST02999,Low
CUST03000,Low
CUST03001,Low
CUST03002,Low
CUST03003,Low
CUST03004,Low
CUST03005,Low
CUST03006,Low
CUST03007,Medium
CUST03008,Low
CUST03009,Low
CUST03010,Low
CUST03011,Low
CUST03012,Low
CUST03013,Medium
CUST03014,Low
CUST03015,Low
CUST03016,Low
CUST03017,Medium
CUST03018,Low
CUST03019,Low
CUST03020,Low
CUST03021,Low
CUST03022,Low
CUST03023,Low
CUST03024,Low
CUST03025,Low
CUST03026,Low
CUST03027,Low
CUST03028,Low
CUST03029,Low
CUST03030,Low
CUST03031,Low
CUST03032,Low
CUST03033,Low
CUST03034,Low
CUST03035,Low
CUST03036,Low
CUST03037,Low
CUST03038,Low
CUST03039,Low
CUST03040,High
CUST03041,Low
CUST03042,Low
CUST03043,Low
CUST03044,Low
CUST03045,Low
CUST03046,Medium
CUST03047,Low
CUST03048,Low
CUST03049,High
CUST03050,Low
CUST03051,Low
CUST03052,Low
CUST03053,Medium
CUST03054,Low
CUST03055,Low
CUST03056,Low
CUST03057,Low
CUST03058,Low
CUST03059,Low
CUST03060,Low
CUST03061,Low
CUST03062,Low
CUST03063,Low
CUST03064,Low
CUST03065,Low
CUST03066,Low
CUST03067,Low
CUST03068,Low
CUST03069,Medium
CUST03070,Low
CUST03071,Low
CUST03072,Low
CUST03073,Low
CUST03074,Low
CUST03075,Low
CUST03076,Low
CUST03077,Low
CUST03078,Low
CUST03079,Low
CUST03080,Low
CUST03081,Low
CUST03082,Low
CUST03083,High
CUST03084,Low
CUST03085,Low
CUST03086,Low
CUST03087,Low
CUST03088,Low
CUST03089,Low
CUST03090,Low
CUST03091,Low
CUST03092,Low
CUST03093,Low
